rid,pid,score,info
6957,2220,5," xmas present for son in law brill packaging excellent"
6958,2221,5," My Grandson has not stopped playing with it since I bought it him 10 months ago.I like to leave 'comments' till after a trial period (although 10 months is a bit excessive)Fiddly at first to set up and I wasn't even sure I had got it right after that :-)Has endured 10 months play. It's been non-stop fun .... no ... not for me ... well ... perhaps just a little bit .... well you do for the kids don't you?:-)"
6959,2221,5," Brilliant seller. Fast postage& excellent price compared to all the others I was looking at. My son absolutely loved it for his birthday he has has sooo much fun playing with it. I wasn't expecting it to be as big as it is or as good quality for the price so was pleasantly suprised when it arrived (early). Would buy off this seller again with no hesitation. One happy birthday boy= one happy mommy. Thank you"
6960,2221,1," I wanted either a garage or a mack for my son who is a Cars fanatic.  This toy looked to be a stunning combination of both in theory& but in practice the clock part won't stay in place so any slight bump and it falls apart.  The rest works pretty well& but that part is very& very disappointing - for me it was a total waste of money!"
6961,2221,5," Brillant my son loves this toy. Wouldn't of paid any more but good for the price.My sons had hours if fun play with this."
6962,2221,5," My grand son was delighted and has spent hours of playing. Recommended to my friends. Thank you so very much"
6963,2221,5," Not seen in shops. A real fun toy that does lots of tricks"
6964,2221,2," I was disappointed with the clock section as it does not firmly sit in the groove.  It is better closed as Mac than open.  Good idea in theory but not practically."
6965,2222,4," Not as big as I thought it would be but will actually be ideal for the space left in a room full of muppets things!"
6966,2222,4," So cute!!!!"
6967,2223,5," Amazing! This is a very large and brilliantly detailed toy. My 4 year old is obsessed with construction vehicles and this one didn't disappoint"
6968,2223,5," Real quality toy which my nephew loves. Would have loved one myself 40 years ago!"
6969,2224,4," Son loves it& quirky little model car with cone on nose."
6970,2224,4," grandson loved this car"
6971,2225,5," brought this on offer  wouldn't pay full price but make a good cheap addition to the bruder set& don't pay full price as will be disappointed."
6972,2225,5," very cheap&great product"
6973,2226,2," I bought these as a cake decoration so my 2 year old grandson to play with after.They looked really good and was initially happy with my purchase.I wouldn't recommend these as the have started to fall apart only a couple of weeks after his birthday"
6974,2226,1," Disappointed set-very small cars and paint comes off easily"
6975,2226,5," Have bought other products from Le Toy before and& as ever& I am completely happy with the product. Sturdy& quality pieces offering immediate play opportunities - Mum and son both happy. Definitely recommend this company."
6976,2226,5," I'm not sure how durable they will prove to be over time but... from the second they were opened they have become the favourite toys of a digger mad 2 year old."
6977,2226,5," very pleased with purchase& was a good price and was swiftly delivered& the item was well packaged& excellent"
